Group,Item,Content,Spec,category,period,updatetime
裁缆机(18),长度,检查设定长度与实际裁缆长度公差是否正常,±1cm,2,90,2018/7/19 20:17
超声波清洗机(19),定时开关（仅对有此功能机型）,检查定时开关是否正常,正常,2,90,2018/7/19 20:17
超声波清洗机(19),加热器（仅对有此功能机型）,检查加热器加热是否正常,正常,2,90,2018/7/19 20:17
超声波清洗机(19),开关,检查机台各部开关是否能正常,正常,2,90,2018/7/19 20:17
超声波清洗机(19),清洁,检查机台外观是否干净,干净,2,90,2018/7/19 20:17
超声波清洗机(33),超声波频率,检查超声波频率可调,正常可调,2,90,2018/7/19 20:17
超声波清洗机(33),定时器,检查定时器是否正常,定时正常,2,90,2018/7/19 20:17
超声波清洗机(33),加热器,检查机器加热器加热是否正常,正常加热,2,90,2018/7/19 20:17
超声波清洗机(33),漏水,拆机检查机器内部是否有漏水现象,无漏水,2,90,2018/7/19 20:17
超声波清洗机(33),内槽,检查内槽是否有脏物,无脏物,2,90,2018/7/19 20:17
超声波清洗机(33),排水阀,检查排水阀是否有堵塞,无堵塞,2,90,2018/7/19 20:17
单多模插回损仪(01),插损,清零后转动检查是否跑零,<0.05,2,90,2018/7/19 20:17
单多模插回损仪(01),功能键,检查按键是否失灵,正常,2,90,2018/7/19 20:17
单多模插回损仪(01),光输出功率,检查光输出功率是否正常,≥-6dB,2,90,2018/7/19 20:17
单多模插回损仪(01),回损,回损校机后检查是否正常,>60dB,2,90,2018/7/19 20:17
单多模插回损仪(01),接地,检查接地是否良好,良好,2,90,2018/7/19 20:17
单多模插回损仪(01),镜片,目检镜片是否有脏污或损伤,无脏污或损伤,2,90,2018/7/19 20:17
单多模插回损仪(01),主线,用端检仪检查端面是否有脏污或胶块,无脏污或胶块,2,90,2018/7/19 20:17
单芯对准器(32),V形槽,45X显微镜检查V形槽脏物与损伤,无脏物 损伤,2,90,2018/7/19 20:17
单芯对准器(32),损耗,测试对准器损耗变化,小于0.05db,2,90,2018/7/19 20:17
单芯对准器(32),重复性,重复对准测试查看参数变化,无变化,2,90,2018/7/19 20:17
低温冰柜 冰箱(48),除冰,除去冰柜内部冰块,无冰块,2,90,2018/7/19 20:17
低温冰柜 冰箱(48),除尘,除线路上的灰尘与脏物,无灰尘与脏物,2,90,2018/7/19 20:17
低温冰柜 冰箱(48),检测温度,检测实际温度与设定温度差异,±2,2,90,2018/7/19 20:17
低温冰柜 冰箱(48),检测线路,拆机检测内部线路是否紧固,紧固,2,90,2018/7/19 20:17
点胶机(08),XYZ三轴,检查XYZ三轴运行是否顺畅，点胶位置是否正确,正常,2,90,2018/7/19 20:17
点胶机(08),编程手柄,编程信号传输是否正常,正常,2,90,2018/7/19 20:17
点胶机(08),气管,各气管接口是否漏气,正常,2,90,2018/7/19 20:17
点胶机(08),气压阀,调节气压阀压力显示是否正常,正常,2,90,2018/7/19 20:17
点胶机(08),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
电热恒温鼓风干燥箱(44),超温保护器,设置超温保护器功能是否正常,正常,2,90,2018/7/19 20:17
电热恒温鼓风干燥箱(44),接地,接地是否良好,良好,2,90,2018/7/19 20:17
电热恒温鼓风干燥箱(44),冷凝器风扇,检查风扇是否运转正常,灵活转动，无杂音,2,90,2018/7/19 20:17
电热恒温鼓风干燥箱(44),门栓,检查门扣是否损伤，检查关门是否正常,无损伤，正常关门,2,90,2018/7/19 20:17
电热恒温鼓风干燥箱(44),密封条,检查密封胶条，是否有破损，用手触摸是否有弹性,有弹性,2,90,2018/7/19 20:17
电热恒温鼓风干燥箱(44),清洁,检查循环箱内部是否洁净,洁净,2,90,2018/7/19 20:17
电热恒温鼓风干燥箱(44),散热风扇,检查风扇是否运转正常,灵活转动，无杂音,2,90,2018/7/19 20:17
电子称(41),精度,用砝码检测电子称精度小于0.05g,小于0.05g,2,90,2018/7/19 20:17
电子称(41),托盘,目检托盘脏物与灰尘,无脏物灰尘,2,90,2018/7/19 20:17
端面检测仪(03),镜头,目检镜头是否有脏污或损伤,无脏污或损伤,2,90,2018/7/19 20:17
端面检测仪(03),清晰度,用标准件检查清度是否正常,标准件,2,90,2018/7/19 20:17
端面检测仪(03),探头,探头有无磨损,正常,2,90,2018/7/19 20:17
端面检测仪(03),调焦环,调焦顺畅是否有滑丝,正常,2,90,2018/7/19 20:17
封口机(20),导热片,检查导热片是否正常,正常,2,90,2018/7/19 20:17
封口机(20),隔热布,检查隔热布有无损伤,无损伤,2,90,2018/7/19 20:17
封口机(20),清洁,检查机台外观是否干净,干净,2,90,2018/7/19 20:17
封口机(20),温度调节,检查温度调节器是否正常,正常,2,90,2018/7/19 20:17
干涉仪(02),干涉仪稳定性,用一个好的夹具校机后检查设备稳定性是否良好,半径±0.3um、偏移±3um角度±0.03um,2,90,2018/7/19 20:17
干涉仪(02),夹具稳定性,用标准件校机后检查夹具稳定性是否良好,半径±0.3um、偏移±3um角度±0.03um,2,90,2018/7/19 20:17
干涉仪(02),角度扳手,左右扳动扳手检查是否到位,正常,2,90,2018/7/19 20:17
干涉仪(02),镜头,目检镜头是否有脏污或损伤,无脏污或损伤,2,90,2018/7/19 20:17
干涉仪(02),平台,检查平台活动性是否良好,正常,2,90,2018/7/19 20:17
高低温湿热试验箱(43),超温保护器,设置超温保护器功能是否正常,正常,2,90,2018/7/19 20:17
高低温湿热试验箱(43),程式,检查程式设置是否与工艺文件一致,与工艺文件一致,2,90,2018/7/19 20:17
高低温湿热试验箱(43),接地,检查接地是否良好,良好,2,90,2018/7/19 20:17
高低温湿热试验箱(43),冷凝器风扇,检查风扇是否运转正常,灵活转动，无杂音,2,90,2018/7/19 20:17
高低温湿热试验箱(43),门栓,检查门扣是否损伤，检查关门是否正常,无损伤，正常关门,2,90,2018/7/19 20:17
高低温湿热试验箱(43),密封条,检查密封胶条，是否有破损，用手触摸是否有弹性,无破损，有弹性,2,90,2018/7/19 20:17
高低温湿热试验箱(43),清洁,检查循环箱内部是否洁净,洁净,2,90,2018/7/19 20:17
光功率计（38）,裸纤适配器,清洁裸纤适配器脏物与灰尘,无脏物灰尘,2,90,2018/7/19 20:17
光功率计（38）,探头,目检探头镜片是否有损坏与磨损,无损坏磨损,2,90,2018/7/19 20:17
光功率计（38）,探头变量,转动180度检测裸纤适配器变量小于0.05db,小于0.05db,2,90,2018/7/19 20:17
光开关（39）,光衰减,光开关各通道光衰减小于0.2dbm,小于0.2dbm,2,90,2018/7/19 20:17
光开关（39）,连接头端面,用手持式端检仪检测连接头端面有损坏,端面无损坏,2,90,2018/7/19 20:17
光开关（39）,稳定性,光开关静置0.5小时变化量小于0.05db,小于0.05db,2,90,2018/7/19 20:17
光开关（39）,重复性测试,光开关重复切换通道变化小于0.05db,小于0.05db,2,90,2018/7/19 20:17
光束分析仪(23),CCD 镜片脏物,查看CCD 镜片是否有脏物，用棉签粘少许轻轻往同一个方向轻轻擦试镜片,镜片无脏物 ,2,90,2018/7/19 20:17
光束分析仪(23),参数,根据工艺文件指引，检查调试好的产品是否达到要求,达到要求,2,90,2018/7/19 20:17
光束分析仪(23),数据连接线,检测数据连接线是否完好与紧固 ,完好，紧固,2,90,2018/7/19 20:17
光纤头自动组装机（53）,感应器,检查感应器是否正常,正常,2,90,2018/7/19 20:17
光纤头自动组装机（53）,清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
光纤头自动组装机（53）,振盘,检查振盘上料是否顺畅,无卡料,2,90,2018/7/19 20:17
光纤头自动组装机（53）,转盘,检查转盘旋转是否正常,旋转后每个工位无偏差,2,90,2018/7/19 20:17
光纤头自动组装机（53）,组装位置,检查每个组装位置是否对准,产品组装到位无损伤,2,90,2018/7/19 20:17
光源(40),按键,重复切换通道是否正常,切换正常,2,90,2018/7/19 20:17
光源(40),光功率,用光功计检测光功率是否有衰减,衰减小于1dbm,2,90,2018/7/19 20:17
光源(40),连接头,手持式端检仪检测连接头端面,端面无损坏,2,90,2018/7/19 20:17
光源(40),稳定性,短期稳定性变量小于0.05db,小于0.05db,2,90,2018/7/19 20:17
可程式烘箱(46),计时器,检查计时器功能是否正常,正常,2,90,2018/7/19 20:17
可程式烘箱(46),密封性,检查喷雾是否有漏雾漏水现象,无漏雾漏水,2,90,2018/7/19 20:17
可程式烘箱(46),气压,检查气压是否能达到0.2~0.4MPa,0.2~0.4MPa,2,90,2018/7/19 20:17
可程式烘箱(46),清洁,清洁箱体内脏物,无脏物,2,90,2018/7/19 20:17
可程式烘箱(46),水管道,清除水管道中脏物,无脏物,2,90,2018/7/19 20:17
可程式烘箱(46),温度,查看设置温度与实际温度小于1度,小于1度,2,90,2018/7/19 20:17
离心脱泡机(07),电机,运转时有无噪音,无噪音,2,90,2018/7/19 20:17
离心脱泡机(07),计时器,检查时间是否准确,正常,2,90,2018/7/19 20:17
离心脱泡机(07),清洁,机台外观是否干净，拆机清洁转盘内部残留胶水,干净,2,90,2018/7/19 20:17
离心脱泡机(07),压力开关,压力开关是否正常,正常,2,90,2018/7/19 20:17
离心脱泡机(07),转速按扭,转速按扭调节是否正常,正常,2,90,2018/7/19 20:17
立式固化炉(10),风扇,风扇是否正常运转,正常,2,90,2018/7/19 20:17
立式固化炉(10),计时器,检查时间是否准确,正常,2,90,2018/7/19 20:17
立式固化炉(10),开关,机台各部开关是否灵活,正常,2,90,2018/7/19 20:17
立式固化炉(10),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
立式固化炉(10),温控器,检查温控器设定温度与实测温度是否一致,±5度,2,90,2018/7/19 20:17
裸长仪(13),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
裸长仪(13),探针,检查检测探针头部是否平整,表面平整无损伤,2,90,2018/7/19 20:17
裸长仪(13),探针,探针来回是否灵活。,正常,2,90,2018/7/19 20:17
裸长仪(13),校准,用归零块清零后使用“对比件”检测核对。,±0mm,2,90,2018/7/19 20:17
喷码机（52）,墨线,检查墨线是否在回收管正中,墨线在回收管正中,2,90,2018/7/19 20:17
喷码机（52）,喷印,检查喷印字体是否清晰,清晰无散墨,2,90,2018/7/19 20:17
喷码机（52）,喷嘴,检查喷嘴是否干净,干净无污渍,2,90,2018/7/19 20:17
喷码机（52）,清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
喷码机（52）,正极板、负极板,检查正极板和负极板是否平行,正常,2,90,2018/7/19 20:17
千分尺（51）,按键,检查电源键、置零键、公/英制转换键是否正常,正常,2,90,2018/7/19 20:17
千分尺（51）,测量面,检查测量面是否磨损或变形,无磨损或变形,2,90,2018/7/19 20:17
千分尺（51）,清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
千分尺（51）,校准,清零后使用“标准件”检测核对。,±0.02mm,2,90,2018/7/19 20:17
切割机(25),V形槽,目检光纤V型槽是否损伤或有脏物,无损伤和无脏污,2,90,2018/7/19 20:17
切割机(25),刀架,目检刀架,无损坏变形,2,90,2018/7/19 20:17
切割机(25),刀口,用棉签蘸少量酒精清洁刀口,无损伤和无脏污,2,90,2018/7/19 20:17
切割机(25),滑块,推动滑块,顺畅,2,90,2018/7/19 20:17
切割机(25),检查切割质量,试切三次，检查端面情况,平齐，小于1度,2,90,2018/7/19 20:17
切割机(25),上下压垫,目检上下压垫脏物 灰尘,无脏物灰尘 ,2,90,2018/7/19 20:17
热剥机(31),测试,试剥10条测试断纤,无断纤,2,90,2018/7/19 20:17
热剥机(31),刀片,在45X显微镜检查刀片缺口,无缺口,2,90,2018/7/19 20:17
热剥机(31),温度,用温度计检查定档温度,按标准,2,90,2018/7/19 20:17
熔接机(24),CCD物镜,清洁及检查CCD物镜,无脏污,2,90,2018/7/19 20:17
熔接机(24),电弧放电检查,"准备两根切好的光纤,根据菜单做放电检查",合格,2,90,2018/7/19 20:17
熔接机(24),电极棒,目检光纤压块/V型槽是否损伤或有脏物,电极棒应尖锐干净,2,90,2018/7/19 20:17
熔接机(24),光纤压块/V型槽,目检光纤压块/V型槽是否损伤或有脏物,无损伤和无脏污,2,90,2018/7/19 20:17
熔接机(24),检查熔接质量,试熔接3根光纤，检查估计损耗,小于0.03db,2,90,2018/7/19 20:17
熔接机(24),镜面污点检查,根据菜单做镜面污点检查,合格,2,90,2018/7/19 20:17
熔接机(24),压脚 反射镜,用棉签擦试反射镜与压压脚上的脏物灰尘,目检无脏物与灰尘,2,90,2018/7/19 20:17
三维调节架(29),夹具,检查夹具是否有胶与脏物,无胶无脏物,2,90,2018/7/19 20:17
三维调节架(29),调节杆,检查调节杆是灵活,灵活无阻力,2,90,2018/7/19 20:17
手动弹簧拉压试验机(12),测量盘,检查测量盘是否有变形损坏,表面平整无损伤,2,90,2018/7/19 20:17
手动弹簧拉压试验机(12),测量手柄,检查测量手柄是否灵活,正常,2,90,2018/7/19 20:17
手动弹簧拉压试验机(12),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
手动弹簧拉压试验机(12),显示尺,用标准量块检查变形量显示尺是否准确,±0.01mm,2,90,2018/7/19 20:17
数显卡尺（50）,按键,检查电源键、置零键、公/英制转换键是否正常,正常,2,90,2018/7/19 20:17
数显卡尺（50）,测量面,检查测量面是否磨损或变形,无磨损或变形,2,90,2018/7/19 20:17
数显卡尺（50）,清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
数显卡尺（50）,校准,清零后使用“标准件”检测核对。,±0.02mm,2,90,2018/7/19 20:17
双纤调节半自动调节系统（35）,光学校准,校准平台是否正常,平台正常,2,90,2018/7/19 20:17
双纤调节半自动调节系统（35）,夹具,检查清洁夹具是否有胶与脏物,无有胶与脏物,2,90,2018/7/19 20:17
双纤调节半自动调节系统（35）,连接线紧固,检查各连接线接口是否紧固,紧固,2,90,2018/7/19 20:17
双纤调节半自动调节系统（35）,探头,检查探头是否有损坏,无损坏,2,90,2018/7/19 20:17
四角研磨机(05),风扇,检查风扇是否正常运转,正常,2,90,2018/7/19 20:17
四角研磨机(05),接地,检查接地是否良好,良好,2,90,2018/7/19 20:17
四角研磨机(05),开关和定时器,接电后检测定时器和开关功能是否正常,正常,2,90,2018/7/19 20:17
四角研磨机(05),清洁,检查研磨机外观是否干净,干净,2,90,2018/7/19 20:17
四角研磨机(05),托盘和齿轮,检测托盘平整度和齿轮转动润滑情况,20um,2,90,2018/7/19 20:17
四角研磨机(05),压力柱,检查压力柱压力是否正常,正常,2,90,2018/7/19 20:17
调光对准系统(28),CCD,检查CCD的完好,完好无脏物,2,90,2018/7/19 20:17
调光对准系统(28),各接口,检查各接口是否紧定,检查各接口是否紧定,2,90,2018/7/19 20:17
调光对准系统(28),夹具,检查夹具是否有磨损,无磨损,2,90,2018/7/19 20:17
调光对准系统(28),千分尺,检查千分尺的灵活,灵活无无阻力,2,90,2018/7/19 20:17
同心度测试仪(04),光源,检查光源亮度是否正常,正常,2,90,2018/7/19 20:17
同心度测试仪(04),夹具,用显微镜检查套筒是否有磨损、变形,正常,2,90,2018/7/19 20:17
同心度测试仪(04),夹具稳定性,用对比件重复测试10次对比同心度和角度是否正常,同心度±0.1um、角度±10,2,90,2018/7/19 20:17
同心度测试仪(04),焦距旋钮,检查调动焦距旋钮图像清晰度是否正常,正常,2,90,2018/7/19 20:17
同心度测试仪(04),镜头,目检镜头是否有脏污或损伤,无脏污或损伤,2,90,2018/7/19 20:17
卧式固化炉 (11),计时器,检查时间是否准确,正常,2,90,2018/7/19 20:17
卧式固化炉 (11),开关,机台各部开关是否灵活,正常,2,90,2018/7/19 20:17
卧式固化炉 (11),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
卧式固化炉 (11),温控器,检查温控器设定温度与实测温度是否一致,±5度,2,90,2018/7/19 20:17
旋片式真空泵(17),固定件,检查固定件是否有松动,无松动,2,90,2018/7/19 20:17
旋片式真空泵(17),开关,检查开关功能是否正常,正常,2,90,2018/7/19 20:17
旋片式真空泵(17),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
旋片式真空泵(17),油位,检查真空泵油位,应在最大和最小标志线之间,2,90,2018/7/19 20:17
旋片式真空泵(17),运行,检查机器运行是否正常,正常,2,90,2018/7/19 20:17
压接机(06),过滤器,检查过滤器是否有油,2/3以上,2,90,2018/7/19 20:17
压接机(06),夹具,上模及底模螺丝是否松动或变形磨损,正常,2,90,2018/7/19 20:17
压接机(06),脚踏,脚踏开关是否灵活,良好,2,90,2018/7/19 20:17
压接机(06),气缸,检查气缸是否有漏气或漏油,正常,2,90,2018/7/19 20:17
压接机(06),气压表,气压表压力调节压力显示是否正常,正常,2,90,2018/7/19 20:17
压接机(06),清洁,检查压接机外观是否干净,干净,2,90,2018/7/19 20:17
研磨机(30),废液槽,检查废液槽有积槽清理,无积液,2,90,2018/7/19 20:17
研磨机(30),紧固,检查所以电子元器件紧固,紧固,2,90,2018/7/19 20:17
研磨机(30),修面刀,检查修面刀是否有缺口与损坏,无缺口与损坏,2,90,2018/7/19 20:17
研磨机(30),研磨盘,检查研磨盘的平整,平整,2,90,2018/7/19 20:17
研磨机(30),轴承,检查轴承是否灵活上油,灵活,2,90,2018/7/19 20:17
研磨盘(22),3D,研磨3盘检查3D合格率和端面合格率,3D合格率95%，端面合格率90%,2,90,2018/7/19 20:17
研磨盘(22),卡子,检查卡子是否破损,无破损,2,90,2018/7/19 20:17
研磨盘(22),清洁,检查夹具外观、卡槽是否干净,干净,2,90,2018/7/19 20:17
研磨盘(22),研磨孔,检查研磨孔有无磨损、损伤,无磨损、损伤,2,90,2018/7/19 20:17
盐雾试验机(45),计时器,检查计时器功能是否正常,正常,2,90,2018/7/19 20:17
盐雾试验机(45),密封性,检查喷雾是否有漏雾漏水现象,无漏雾漏水,2,90,2018/7/19 20:17
盐雾试验机(45),气压,检查气压是否能达到0.2~0.4MPa,0.2~0.4MPa,2,90,2018/7/19 20:17
盐雾试验机(45),清洁,清洁箱体内脏物,无脏物,2,90,2018/7/19 20:17
盐雾试验机(45),水管道,清除水管道中脏物,无脏物,2,90,2018/7/19 20:17
盐雾试验机(45),温度,查看设置温度与实际温度小于1度,小于1度,2,90,2018/7/19 20:17
装配半自动调节系统（36）,夹具,检查清洁夹具是否有胶与脏物,无有胶与脏物,2,90,2018/7/19 20:17
装配半自动调节系统（36）,连接线紧固,检查各连接线接口是否紧固,紧固,2,90,2018/7/19 20:17
装配半自动调节系统（36）,探头,检查探头是否有损坏,无损坏,2,90,2018/7/19 20:17
准直器半自动调节系统(49),电机,检查调试电机行程是否正常无异常声音,行程正常无异常声音,2,90,2018/7/19 20:17
准直器半自动调节系统(49),夹具,检查夹具是否有胶与脏物,无胶无脏物,2,90,2018/7/19 20:17
准直器半自动调节系统(49),气动元件,检查调试所以气动元件是否正常工作,正常工作,2,90,2018/7/19 20:17
准直器半自动调节系统(49),气压,检查气压是否在正常范围内,0.3MPa~06MPa,2,90,2018/7/19 20:17
紫外线照度仪(42),连接线,检查连接线是否完好，无接触不良现象,完成,2,90,2018/7/19 20:17
紫外线照度仪(42),授光器,目检探头镜片是否有损坏与磨损,无损坏磨损,2,90,2018/7/19 20:17
紫外线照度仪(42),稳定性,测试时查看变量,小于0.05nw m2,2,90,2018/7/19 20:17
自动打包机(21),裁刀,检查裁刀是否锋利,正常,2,90,2018/7/19 20:17
自动打包机(21),开关,检查机器各部开关是否良好,良好,2,90,2018/7/19 20:17
自动打包机(21),皮带,检查皮带是否有损坏,无损坏,2,90,2018/7/19 20:17
自动打包机(21),清洁,检查机台外观是否干净，清洁机器内部。,干净,2,90,2018/7/19 20:17
自动打包机(21),烫嘴,检查烫嘴温度是否正常,正常,2,90,2018/7/19 20:17
自动切管机(09),按键,检查按键功能是否正常,正常,2,90,2018/7/19 20:17
自动切管机(09),切刀,切刀刀口处是否有损伤,正常,2,90,2018/7/19 20:17
自动切管机(09),清洁,机台外观是否干净,干净,2,90,2018/7/19 20:17
自动切管机(09),旋转滚轴,旋转滚轴是否压紧空管，送料是否正常，表面有无破损,正常,2,90,2018/7/19 20:17
自动切管机(09),压力开关,压力开关是否正常,正常,2,90,2018/7/19 20:17
自动切管机(09),长度,裁切5根确认空管长是否正常,±1mm,2,90,2018/7/19 20:17
